ROUTE_ID	SUBDISTRICT_ID_ORIGIN	CITY_ORIGIN	SUBDISTRICT_ID_DESTINATION	CITY_DESTINATION	MODAL	SERVICE	PRICE	KM_CATEGORY	CAPTURE_TIME	IMAGE_ID
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Pop	810	2.0	2020-08-02 03:18:21	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_03-18_1596349101.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Comfort	1130	2.0	2020-08-02 03:18:21	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_03-18_1596349101.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Pop	740	2.0	2020-08-02 04:18:22	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_04-18_1596352702.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Comfort	1130	2.0	2020-08-02 04:18:22	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_04-18_1596352702.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Pop	680	2.0	2020-08-02 05:17:27	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_05-17_1596356247.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Comfort	1130	2.0	2020-08-02 05:17:27	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_05-17_1596356247.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberX	732	2.0	2020-08-02 02:07:02	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_02-07_1596344822.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberComfort	1037	2.0	2020-08-02 02:07:02	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_02-07_1596344822.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1080	2.0	2020-08-02 02:07:02	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_02-07_1596344822.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBag	1202	2.0	2020-08-02 02:07:02	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_02-07_1596344822.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1402	2.0	2020-08-02 02:07:02	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_02-07_1596344822.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Pop	810	2.0	2020-08-02 03:10:32	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_03-10_1596348632.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Comfort	1210	2.0	2020-08-02 03:10:32	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_03-10_1596348632.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberComfort	1037	2.0	2020-08-02 03:11:28	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_03-11_1596348688.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Pop	1210	2.0	2020-08-02 04:10:32	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-10_1596352232.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Comfort	1210	2.0	2020-08-02 04:10:32	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-10_1596352232.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberX	732	2.0	2020-08-02 04:11:28	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-11_1596352288.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberComfort	1037	2.0	2020-08-02 04:11:28	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-11_1596352288.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1077	2.0	2020-08-02 04:11:28	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-11_1596352288.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBag	1202	2.0	2020-08-02 04:11:28	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-11_1596352288.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1402	2.0	2020-08-02 04:11:28	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-11_1596352288.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Pop	1260	2.0	2020-08-02 05:10:31	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-10_1596355831.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberX	732	2.0	2020-08-02 05:11:27	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-11_1596355887.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberComfort	1037	2.0	2020-08-02 05:11:27	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-11_1596355887.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1084	2.0	2020-08-02 05:11:27	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-11_1596355887.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBag	1202	2.0	2020-08-02 05:11:27	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-11_1596355887.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1402	2.0	2020-08-02 05:11:27	./volume_sp/images/app/app_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-11_1596355887.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Pop	1010	2.0	2020-08-02 02:13:02	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_02-13_1596345182.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	99Comfort	1130	2.0	2020-08-02 02:13:02	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_02-13_1596345182.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberX	732	2.0	2020-08-02 03:13:29	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_03-13_1596348809.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberComfort	1037	2.0	2020-08-02 03:13:29	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_03-13_1596348809.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1077	2.0	2020-08-02 03:13:29	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_03-13_1596348809.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBag	1202	2.0	2020-08-02 03:13:29	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_03-13_1596348809.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1402	2.0	2020-08-02 03:13:29	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_03-13_1596348809.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberX	732	2.0	2020-08-02 04:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-13_1596352408.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberComfort	1037	2.0	2020-08-02 04:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-13_1596352408.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1077	2.0	2020-08-02 04:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-13_1596352408.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBag	1202	2.0	2020-08-02 04:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-13_1596352408.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1402	2.0	2020-08-02 04:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_04-13_1596352408.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberX	732	2.0	2020-08-02 05:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-13_1596356008.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberComfort	1037	2.0	2020-08-02 05:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-13_1596356008.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1084	2.0	2020-08-02 05:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-13_1596356008.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBag	1202	2.0	2020-08-02 05:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-13_1596356008.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberBlack	1402	2.0	2020-08-02 05:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_05-13_1596356008.png
355030815000030355030815000057	355030815000030	CAMPO-BELO	355030815000057	CAMPO-BELO	ridesharing	UberX	732	2.0	2020-08-02 06:13:28	./volume_sp/images/app/uber_v0_RX2MB00JQRK_2.0_355030815000030355030815000057_2020-08-02_06-13_1596359608.png
